新闻 | 2019年07月08日|华为与复旦大学合作开发全国首个医学人工智能课程|近日，华为与复旦大学基础医学院合作开发的 医学人工智能与机器学习课程在上海复旦大学进行集中授课，吸引了来自医学院与附属医院的120多名本科生和研究生参与。
新闻 | 2018年04月24日|边缘计算新突破，打通工业互联网“最后一公里”|今日，在全球最大的工业展会2018汉诺威工业博览会上，工业互联网产业联盟(AII)、Avnu联盟、边缘计算产业联盟(ECC)、Fraunhofer FOKUS、华为、施耐德电气、和利时、美国国家仪器（NI）、贝加莱（BR）、TTTech、思博伦通信（Spirent Communications）等超过20家国际组织和业界知名厂商，联合发布包含六大工业互联场景的TSN+OPC UA智能制造测试床。
新闻 | 2018年04月24日|华为携手英特尔推动超融合技术快速发展|在近日举行的华为英特尔超融合全球技术论坛上，华为携手英特尔与超融合技术专家和合作伙伴共同探讨超融合技术发展趋势。
新闻 | 2018年04月23日|华为在2018汉诺威工业博览会发布创新ICT解决方案，助力工业数字化转型|在2018汉诺威工业博览会上，华为以Leading New ICT, Connecting Bits|Gears 为主题，展示其创新的工业数字化转型解决方案和最佳实践。
新闻 | 2018年04月23日|华为携手标致雪铁龙打造车联网，合作成果欧洲首秀|汉诺威工业博览会期间（4月23日-27日），搭载华为车联网技术的标致雪铁龙集团（PSA）新车型DS7 Crossback亮相华为展台。这是继2017年11月华为与PSA联合宣布全球最大前装车联网项目合作后，在欧洲亮相的首款合作车型。
新闻 | 2018年04月23日|华为发布三层开放的SD-WAN架构|近日，华为首次发布三层开放的SD-WAN架构，携手与合作伙伴共同打造领先的SD-WAN解决方案。该方案具备uCPE (Universal Customer Premises Equipment , 通用客户终端设备)、第三方应用系统对接、多云部署等方面的开放能力，合作伙伴可通过与华为SD-WAN方案提供的开放接口及业务平台快速对接，实现VAS业务（Value-added Service ，增值业务）分钟级获取，与OSS（运营支撑）/BSS（业务支撑系统）/第三方Portal（门户）的快速集成，助力运营商构建高效、灵活的WAN网络。
新闻 | 2018年04月21日|联通产业互联网有限公司与华为X Labs签署数字天空及数字医联网项目战略合作协议|近日，联通（福建）产业互联网有限公司与华为X Labs就数字天空及数字医联网项目签署战略合作协议。双方将在福建搭建一个区域创新平台，孵化和落地这两大创新项目，并将以此为试点，将项目成果推广到更大范围。
新闻 | 2018年04月20日|中国联通与华为正式签署5G网络切片联合创新合作协议|中国联通网络技术研究院与华为正式签署了5G网络切片联合创新合作协议。双方通过切片创新合作项目，将共同开展5G网络切片技术研究、示范和应用，为中国联通5G网络切片业务和应用制定关键技术和解决方案，并共同推进产业链发展，把切片应用到更多垂直行业市场，如VR/AR游戏应用、工业控制、车联网、IoT等。
新闻 | 2018年04月19日|华为存储混合云方案特性全面增强|加速企业云转型|在第15届华为全球分析师大会期间举办的IT基础设施和云分论坛上，华为存储产品管理高级总监Michael Issa发表演讲，并宣布华为存储混合云方案线上线下的联动能力全面增强，从而更加有效地支撑数据按需服务理念。旨在让更多的企业享受到云带来的高效便捷，并利用AI技术使能行业数字化转型。
新闻 | 2018年04月19日|华为发布One UL2100解决方案，加速2100MHz频段向 4.5G/5G演进|华为发布One UL2100解决方案，通过SDA（软件定义天线，Software Defined Antenna）、UL频谱共享及UL 0 Buffer Zone等创新技术，旨在帮助运营商面向4.5G和5G网络演进，盘活2100MHz频谱和站点资产，最大化投资收益。
新闻 | 2018年04月19日|华为CloudEdge荣获 2017年度中国SDN/NFV优秀案例奖|在2018中国SDN/NFV大会上，华为CloudEdge荣获2017年度中国SDN/NFV优秀案例奖，该奖项是对华为CloudEdge解决方案在NFV领域持续创新，以优秀实践推动产业发展的肯定。
新闻 | 2018年04月18日|平安科技与华为签署智简网络联合创新合作协议|今日，在2018年华为全球分析师大会上，行业领先的科技公司平安科技与华为正式签署联合创新合作协议，双方发挥自身优势，强强联合，致力于意图驱动的智简网络联合创新，促进金融行业数字化转型。
新闻 | 2018年04月18日|迈向智能世界的创新之路|在第15届全球分析师大会上，华为常务董事、产品与解决方案总裁汪涛首次提出产品创新、系统架构创新和商业模式创新的三层创新理念，以全联接、全云化和全智能引领智能世界。
新闻 | 2018年04月18日|华为发布无线节能解决方案PowerStar|在2018年华为全球分析师大会期间，华为发布了PowerStar节能解决方案，帮助运营商进一步在多制式多频段移动网络节省能耗。
新闻 | 2018年04月18日|华为发布2017年终端云服务白皮书|近日，2017华为终端云服务白皮书（以下简称白皮书）正式发布。白皮书由三个部分组成：连接数字时代的全球终端用户，拥抱全场景、高品质的数字生活，探索万物互联的智能世界。
新闻 | 2018年04月18日|华为“一云一湖一平台”架构助力客户加速智能化进程|在第十五届华为全球分析师大会上，秉承智IT，慧未来的理念，华为IT产品线分享了IT基础设施在数字化转型过程中的商业与技术价值。
新闻 | 2018年04月17日|华为：用数字平台，将智能注入企业“神经元”|在今天开幕的2018华为全球分析师大会上，华为企业BG阐述了将人工智能（AI）注入企业各个组织和功能模块，实现企业智能整体提升，加速数字化转型的思考，方法和实践。
新闻 | 2018年04月17日|华为首发全球产业展望GIV 2025 （Global Industry Vision 2025）：打开智能世界的产业版图|华为首次发布华为全球产业展望GIV 2025（Global Industry Vision 2025）。GIV2025基于华为自身的业务优势和对产业的判断，构建了自有的科学研究方法：通过涵盖170多个国家的历史数据，从万物感知、万物互联、万物智能3个维度，包含大数据产生量、企业AI采用率、个人智能终端数等37个指标，以数据+趋势的形式打开全球ICT产业趋势和未来发展蓝图。
新闻 | 2018年04月17日|华为：构建万物互联的智能世界|华为今日在深圳举办构建万物互联的智能世界为主题的第十五届全球分析师大会。华为与来自全球的500多名行业分析师、通讯、互联网、金融等行业意见领袖及媒体一起，共同展望了智能世界的美好未来和随之而来的万亿商机。
新闻 | 2018年04月16日|华为获得全球首张5G产品CE-TEC认证证书|华为宣布，经过多轮的严格测试评估，华为今年即将全球商用上市的5G NR（第五代移动通信技术NR，以下简称5G）产品顺利通过欧盟专业认证机构TV 南德意志集团（以下简称TV SD）的认证核查，获得全球第一张5G产品CE-TEC（欧盟无线设备指令型式认证）证书。
新闻 | 2018年04月16日|华为发布SingleRAN Pro解决方案|2018华为全球分析师大会前夕，华为发布面向5G时代的SingleRAN Pro 解决方案。该方案具备三大亮点，包括一张网支持5G并兼容2G、3G、4G的网络平台，一张网支撑运营商多业务发展的敏捷网络架构，以及一张网实现自动化管理的智能无线网络，助力运营商应对5G时代三大挑战，构建万物互联的智能数字化世界。
新闻 | 2018年04月12日|华为率先完成IMT-2020(5G)推进组第三阶段NSA 5G核心网测试|今日，华为在中国信息通信研究院，率先以100%通过率，完成由IMT-2020(5G)推进组组织的中国5G技术研发试验第三阶段基于非独立组网（NSA）的核心网关键技术与业务流程测试。本次5G 非独立组网（NSA）测试是中国5G技术研发试验测试的重要组成部分，对运营商早期快速实现5G商用部署具有重要意义。
新闻 | 2018年04月12日|华为SmartPCC解决方案荣获“最佳5G演进服务化架构”奖|在2018年策略管理峰会上，华为SmartPCC（策略与计费控制）解决方案凭借微服务级的生命周期管理、灵活的策略编排和敏捷业务创新等能力，荣获最佳5G演进服务化架构（Best Service-based Architecture for 5G Evolution）奖。
新闻 | 2018年04月11日|华为高性能室外CPE B2368荣获2018 “红点” 设计大奖|近日，一年一度的全球工业设计界奥斯卡德国红点设计大奖 2018年评选结果在德国埃森揭晓。华为室外CPE（客户终端设备） B2368荣获红点奖产品设计类大奖（Red Dot Award : Product Design Winner 2018）。
新闻 | 2018年04月11日|泰国公主诗琳通殿下访问华为北京高端交流中心|泰王国玛哈扎克里诗琳通公主殿下于4月5日访问华为，并参观了华为北京高端交流中心。华为公司高级副总裁李今歌陪同诗琳通公主殿下一行，双方举行了亲切友好的会谈。
新闻 | 2018年04月10日|华为莫斯科OpenLab正式宣布成立|日前，华为莫斯科OpenLab正式宣布成立。该OpenLab集合联合创新中心、解决方案开发中心、测试认证中心以及方案体验中心为一体，联合合作伙伴，共同开发定制化创新解决方案。莫斯科OpenLab是华为在全球范围内成立的面向企业市场的第10个开放平台。
新闻 | 2018年04月10日|华为：以“智简”重塑IP网络架构|最大化商业价值|在MPLS+SDN+NFV 2018世界大会期间，第八届全球IP技术年会在巴黎开幕。来自全球的主流运营商、分析师和合作伙伴等近200位业界专家出席了此次峰会。
新闻 | 2018年04月09日|华为SmartSite斩获全球工业设计“奥斯卡”：iF工业设计和红点设计奖|近日，华为SmartSite无线化站点部署方案凭借极简的方式实现站点数字化改造，一键组网实现站点传感器无线化连接，简洁美观的工业设计, 赢得了德国iF工业设计奖与Reddot红点设计奖两项大奖。这是继2017年PowerCube 500获iF奖后，华为通信能源再一次凭借高颜值、高实用价值的产品，获取工业设计界的殊荣。
新闻 | 2018年04月03日|华为与云安全联盟签署MOU，在云安全集成领域共同推进行业标准|近日，华为与云安全联盟CSA(Cloud Security Alliance)签署MOU，宣布双方将在云安全集成领域开展合作，共同推进行业云安全标准化，构建更开放和安全的云生态系统。
